------------------------------------------------------------------
          COSMO v0.8.5 - A Quadratic Objective Conic Solver
                         Michael Garstka
                University of Oxford, 2017 - 2022
------------------------------------------------------------------

Problem:  x ∈ R^{2868},
          constraints: A ∈ R^{5531x2868} (14910 nnz),
          matrix size to factor: 8399x8399,
          Floating-point precision: Float64
Sets:     ZeroSet of dim: 2903
          DensePsdConeTriangle of dim: 2628 (72x72)
Settings: ϵ_abs = 1.0e-05, ϵ_rel = 1.0e-05,
          ϵ_prim_inf = 1.0e-04, ϵ_dual_inf = 1.0e-04,
          ρ = 0.1, σ = 1e-06, α = 1.6,
          max_iter = 1000000,
          scaling iter = 10 (on),
          check termination every 25 iter,
          check infeasibility every 40 iter,
          KKT system solver: QDLDL
Acc:      Anderson Type2{QRDecomp},
          Memory size = 15, RestartedMemory,	
          Safeguarded: true, tol: 2.0
Setup Time: 858.53ms

Iter:	Objective:	Primal Res:	Dual Res:	Rho:
7225	 1.9156e+02	9.8440e+02	2.7231e-02	2.2861e-06
7250	 1.9155e+02	9.8368e+02	2.7541e-02	2.2861e-06
7275	 1.9154e+02	9.8340e+02	2.7609e-02	2.2861e-06
7300	 1.9132e+02	9.8129e+02	2.8002e-02	2.2861e-06
7325	 1.9125e+02	9.8010e+02	2.7892e-02	2.2861e-06
7350	 1.9116e+02	9.7913e+02	2.7831e-02	2.2861e-06
7375	 1.9086e+02	9.7577e+02	2.8033e-02	2.2861e-06
7400	 1.9070e+02	9.7387e+02	2.7886e-02	2.2861e-06
7425	 1.9047e+02	9.7094e+02	2.8225e-02	2.2861e-06
7450	 1.9006e+02	9.6608e+02	2.8641e-02	2.2861e-06
7475	 1.8989e+02	9.6381e+02	2.8100e-02	2.2861e-06
7500	 1.8984e+02	9.6341e+02	2.8357e-02	2.2861e-06
7525	 1.8982e+02	9.6326e+02	2.8459e-02	2.2861e-06
7550	 1.8968e+02	9.6189e+02	2.8452e-02	2.2861e-06
7575	 1.8947e+02	9.5923e+02	2.8392e-02	2.2861e-06
7600	 1.8860e+02	9.4863e+02	2.8548e-02	2.2861e-06
7625	 1.8848e+02	9.4777e+02	2.8665e-02	2.2861e-06
7650	 1.8847e+02	9.4741e+02	2.8700e-02	2.2861e-06
7675	 1.8840e+02	9.4631e+02	2.8220e-02	2.2861e-06
7700	 1.8809e+02	9.4243e+02	2.8691e-02	2.2861e-06
7725	 1.8798e+02	9.4117e+02	2.8556e-02	2.2861e-06
7750	 1.8787e+02	9.4003e+02	2.8859e-02	2.2861e-06
7775	 1.8769e+02	9.3779e+02	2.8662e-02	2.2861e-06
7800	 1.8752e+02	9.3567e+02	2.8430e-02	2.2861e-06
7825	 1.8735e+02	9.3334e+02	2.8379e-02	2.2861e-06
7850	 1.8705e+02	9.2991e+02	2.8583e-02	2.2861e-06
7875	 1.8681e+02	9.2671e+02	2.8370e-02	2.2861e-06
7900	 1.8624e+02	9.1900e+02	2.7975e-02	2.2861e-06
7925	 1.8614e+02	9.1825e+02	2.8278e-02	2.2861e-06
7950	 1.8612e+02	9.1806e+02	2.8243e-02	2.2861e-06
7975	 1.8605e+02	9.1715e+02	2.8394e-02	2.2861e-06
8000	 1.8596e+02	9.1616e+02	2.8424e-02	2.2861e-06
8025	 1.8558e+02	9.1169e+02	2.8210e-02	2.2861e-06
8050	 1.8539e+02	9.0911e+02	2.8058e-02	2.2861e-06
8075	 1.8515e+02	9.0597e+02	2.7716e-02	2.2861e-06
8100	 1.8479e+02	9.0184e+02	2.7986e-02	2.2861e-06
8125	 1.8472e+02	9.0068e+02	2.7841e-02	2.2861e-06
8150	 1.8465e+02	8.9997e+02	2.7879e-02	2.2861e-06
8175	 1.8397e+02	8.9190e+02	2.7725e-02	2.2861e-06
8200	 1.8404e+02	8.9250e+02	2.7513e-02	2.2861e-06
8225	 1.8405e+02	8.9247e+02	2.7624e-02	2.2861e-06
8250	 1.8397e+02	8.9172e+02	2.7580e-02	2.2861e-06
8275	 1.8376e+02	8.8909e+02	2.7781e-02	2.2861e-06
8300	 1.8364e+02	8.8746e+02	2.7521e-02	2.2861e-06
8325	 1.8345e+02	8.8537e+02	2.7344e-02	2.2861e-06
8350	 1.8326e+02	8.8309e+02	2.7374e-02	2.2861e-06
8375	 1.8307e+02	8.8059e+02	2.7160e-02	2.2861e-06
8400	 1.8291e+02	8.7857e+02	2.7138e-02	2.2861e-06
8425	 1.8257e+02	8.7424e+02	2.6797e-02	2.2861e-06
8450	 1.8237e+02	8.7191e+02	2.6782e-02	2.2861e-06
8475	 1.8226e+02	8.7053e+02	2.6697e-02	2.2861e-06
8500	 1.8185e+02	8.6452e+02	2.6578e-02	2.2861e-06
8525	 1.8172e+02	8.6379e+02	2.6351e-02	2.2861e-06
8550	 1.8170e+02	8.6350e+02	2.6365e-02	2.2861e-06
8575	 1.8165e+02	8.6289e+02	2.6391e-02	2.2861e-06
8600	 1.8154e+02	8.6151e+02	2.6259e-02	2.2861e-06
8625	 1.8143e+02	8.6024e+02	2.6166e-02	2.2861e-06
8650	 1.8106e+02	8.5541e+02	2.5805e-02	2.2861e-06
8675	 1.8102e+02	8.5531e+02	2.5830e-02	2.2861e-06
8700	 1.8100e+02	8.5497e+02	2.5790e-02	2.2861e-06
8725	 1.8091e+02	8.5386e+02	2.5836e-02	2.2861e-06
8750	 1.8090e+02	8.5363e+02	2.5836e-02	2.2861e-06
8775	 1.8053e+02	1.3363e+03	2.5587e-02	2.2861e-06
8800	 1.8042e+02	8.4809e+02	2.5582e-02	2.2861e-06
8825	 1.8039e+02	8.4756e+02	2.5443e-02	2.2861e-06
8850	 1.8027e+02	8.4606e+02	2.5355e-02	2.2861e-06
8875	 1.8003e+02	8.4287e+02	2.5164e-02	2.2861e-06
8900	 1.7972e+02	8.3933e+02	2.4903e-02	2.2861e-06
8925	 1.7963e+02	8.3842e+02	2.4812e-02	2.2861e-06
8950	 1.7921e+02	8.3325e+02	2.4562e-02	2.2861e-06
8975	 1.7918e+02	8.3282e+02	2.4522e-02	2.2861e-06
9000	 1.7913e+02	8.3234e+02	2.4437e-02	2.2861e-06
9025	 1.7905e+02	8.3124e+02	2.4414e-02	2.2861e-06
9050	 1.7895e+02	8.2983e+02	2.4178e-02	2.2861e-06
9075	 1.7862e+02	8.2561e+02	2.4099e-02	2.2861e-06
9100	 1.7860e+02	8.2546e+02	2.3871e-02	2.2861e-06
9125	 1.7848e+02	8.2364e+02	2.4232e-02	2.2861e-06
9150	 1.7835e+02	8.2251e+02	2.3587e-02	2.2861e-06
9175	 1.7818e+02	8.2047e+02	2.3630e-02	2.2861e-06
9200	 1.7772e+02	8.1409e+02	2.3389e-02	2.2861e-06
9225	 1.7764e+02	8.1312e+02	2.2984e-02	2.2861e-06
9250	 1.7743e+02	8.1101e+02	2.3091e-02	2.2861e-06
9275	 1.7709e+02	8.0695e+02	2.2935e-02	2.2861e-06
9300	 1.7702e+02	8.0593e+02	2.2604e-02	2.2861e-06
9325	 1.7707e+02	8.0672e+02	2.2595e-02	2.2861e-06
9350	 1.7704e+02	8.0641e+02	2.2596e-02	2.2861e-06
9375	 1.7694e+02	8.0520e+02	2.2560e-02	2.2861e-06
9400	 1.7653e+02	8.0046e+02	2.2200e-02	2.2861e-06
9425	 1.7648e+02	7.9964e+02	2.2083e-02	2.2861e-06
9450	 1.7646e+02	7.9930e+02	2.2036e-02	2.2861e-06
9475	 1.7648e+02	7.9940e+02	2.2252e-02	2.2861e-06
9500	 1.7641e+02	7.9878e+02	2.2197e-02	2.2861e-06
9525	 1.7634e+02	7.9788e+02	2.1918e-02	2.2861e-06
9550	 1.7632e+02	7.9752e+02	2.1890e-02	2.2861e-06
9575	 1.7616e+02	7.9567e+02	2.1794e-02	2.2861e-06
9600	 1.7567e+02	8.6254e+02	2.1378e-02	2.2861e-06
9625	 1.7574e+02	7.9111e+02	2.1093e-02	2.2861e-06
9650	 1.7573e+02	7.9070e+02	2.1256e-02	2.2861e-06
9675	 1.7574e+02	7.9033e+02	2.1395e-02	2.2861e-06
9700	 1.7574e+02	7.9043e+02	2.1356e-02	2.2861e-06
9725	 1.7573e+02	7.9010e+02	2.1368e-02	2.2861e-06
9750	 1.7570e+02	7.8993e+02	2.1349e-02	2.2861e-06
9775	 1.7547e+02	7.8760e+02	2.1082e-02	2.2861e-06
9800	 1.7535e+02	7.8589e+02	2.0889e-02	2.2861e-06
9825	 1.7527e+02	7.8506e+02	2.0961e-02	2.2861e-06
9850	 1.7483e+02	7.7860e+02	2.0648e-02	2.2861e-06
9875	 1.7480e+02	7.7891e+02	2.0339e-02	2.2861e-06
9900	 1.7476e+02	7.7850e+02	2.0346e-02	2.2861e-06
9925	 1.7471e+02	7.7831e+02	2.0371e-02	2.2861e-06
9950	 1.7467e+02	7.7779e+02	2.0332e-02	2.2861e-06
9975	 1.7453e+02	7.7597e+02	2.0191e-02	2.2861e-06
10000	 1.7435e+02	7.7361e+02	2.0032e-02	2.2861e-06
10025	 1.7434e+02	7.7346e+02	1.9943e-02	2.2861e-06
10050	 1.7432e+02	7.7339e+02	1.9971e-02	2.2861e-06
10075	 1.7425e+02	7.7260e+02	1.9882e-02	2.2861e-06
10100	 1.7406e+02	7.7019e+02	1.9458e-02	2.2861e-06
10125	 1.7392e+02	7.6864e+02	1.9474e-02	2.2861e-06
10150	 1.7379e+02	7.6698e+02	1.9480e-02	2.2861e-06
10175	 1.7369e+02	7.6571e+02	1.9309e-02	2.2861e-06
10200	 1.7356e+02	7.6418e+02	1.9203e-02	2.2861e-06
10225	 1.7338e+02	7.6175e+02	1.8980e-02	2.2861e-06
10250	 1.7327e+02	7.6055e+02	1.8765e-02	2.2861e-06
10275	 1.7302e+02	7.5827e+02	1.8165e-02	2.2861e-06
10300	 1.7278e+02	7.5774e+02	1.8126e-02	2.2861e-06
10325	 1.7247e+02	7.5459e+02	1.7779e-02	2.2861e-06
10350	 1.7244e+02	7.5280e+02	1.7170e-02	2.2861e-06
10375	 1.7244e+02	7.5278e+02	1.7070e-02	2.2861e-06
10400	 1.7244e+02	7.5300e+02	1.7263e-02	2.2861e-06
10425	 1.7243e+02	7.5276e+02	1.7182e-02	2.2861e-06
10450	 1.7245e+02	7.5291e+02	1.7342e-02	2.2861e-06
10475	 1.7231e+02	7.5178e+02	1.7294e-02	2.2861e-06
10500	 1.7208e+02	7.4967e+02	1.7173e-02	2.2861e-06
10525	 1.7208e+02	7.4930e+02	1.7218e-02	2.2861e-06
10550	 1.7206e+02	7.4926e+02	1.7074e-02	2.2861e-06
10575	 1.7190e+02	7.4699e+02	1.6810e-02	2.2861e-06
10600	 1.7179e+02	7.4587e+02	1.6886e-02	2.2861e-06
10625	 1.7164e+02	7.4353e+02	1.6733e-02	2.2861e-06
10650	 1.7157e+02	7.4287e+02	1.6552e-02	2.2861e-06
10675	 1.7148e+02	7.4190e+02	1.6432e-02	2.2861e-06
10700	 1.7140e+02	7.4053e+02	1.6313e-02	2.2861e-06
10725	 1.7127e+02	7.3896e+02	1.6281e-02	2.2861e-06
10750	 1.7115e+02	7.3734e+02	1.6150e-02	2.2861e-06
10775	 1.7097e+02	7.3563e+02	1.5880e-02	2.2861e-06
10800	 1.7092e+02	7.3448e+02	1.5954e-02	2.2861e-06
10825	 1.7072e+02	7.3138e+02	1.5875e-02	2.2861e-06
10850	 1.7062e+02	7.3067e+02	1.5708e-02	2.2861e-06
10875	 1.7058e+02	7.2998e+02	1.5680e-02	2.2861e-06
10900	 1.7058e+02	7.2988e+02	1.5689e-02	2.2861e-06
10925	 1.7057e+02	7.2981e+02	1.5640e-02	2.2861e-06
10950	 1.7055e+02	7.2962e+02	1.5584e-02	2.2861e-06
10975	 1.7024e+02	7.8163e+02	1.5379e-02	2.2861e-06
11000	 1.7021e+02	7.2538e+02	1.5404e-02	2.2861e-06
11025	 1.7022e+02	7.2551e+02	1.5280e-02	2.2861e-06
11050	 1.7019e+02	7.2527e+02	1.5291e-02	2.2861e-06
11075	 1.7019e+02	7.2525e+02	1.5286e-02	2.2861e-06
11100	 1.7018e+02	7.2485e+02	1.5262e-02	2.2861e-06
11125	 1.7006e+02	7.2315e+02	1.5171e-02	2.2861e-06
11150	 1.6998e+02	7.2233e+02	1.4901e-02	2.2861e-06
11175	 1.6993e+02	7.2164e+02	1.5010e-02	2.2861e-06
11200	 1.6968e+02	7.1824e+02	1.4593e-02	2.2861e-06
11225	 1.6931e+02	7.1378e+02	1.4232e-02	2.2861e-06
11250	 1.6927e+02	7.1322e+02	1.4065e-02	2.2861e-06
11275	 1.6912e+02	7.1079e+02	1.4281e-02	2.2861e-06
11300	 1.6903e+02	7.0964e+02	1.4005e-02	2.2861e-06
11325	 1.6896e+02	7.0893e+02	1.3825e-02	2.2861e-06
11350	 1.6891e+02	7.0813e+02	1.3790e-02	2.2861e-06
11375	 1.6866e+02	7.0465e+02	1.3365e-02	2.2861e-06
11400	 1.6862e+02	7.0411e+02	1.3345e-02	2.2861e-06
11425	 1.6859e+02	7.0400e+02	1.3344e-02	2.2861e-06
11450	 1.6857e+02	7.0371e+02	1.3264e-02	2.2861e-06
11475	 1.6855e+02	7.0335e+02	1.3230e-02	2.2861e-06
11500	 1.6855e+02	7.0320e+02	1.3307e-02	2.2861e-06
11525	 1.6840e+02	7.0105e+02	1.2999e-02	2.2861e-06
11550	 1.6830e+02	6.9990e+02	1.2925e-02	2.2861e-06
11575	 1.6829e+02	6.9987e+02	1.2910e-02	2.2861e-06
11600	 1.6828e+02	6.9978e+02	1.2742e-02	2.2861e-06
11625	 1.6823e+02	6.9911e+02	1.2659e-02	2.2861e-06
11650	 1.6804e+02	6.9632e+02	1.2660e-02	2.2861e-06
11675	 1.6801e+02	6.9601e+02	1.2672e-02	2.2861e-06
11700	 1.6799e+02	6.9565e+02	1.2456e-02	2.2861e-06
11725	 1.6774e+02	6.9245e+02	1.2241e-02	2.2861e-06
11750	 1.6773e+02	6.9218e+02	1.2201e-02	2.2861e-06
11775	 1.6771e+02	6.9236e+02	1.2059e-02	2.2861e-06
11800	 1.6773e+02	6.9198e+02	1.2478e-02	2.2861e-06
11825	 1.6771e+02	6.9184e+02	1.2165e-02	2.2861e-06
11850	 1.6763e+02	6.9092e+02	1.2152e-02	2.2861e-06
11875	 1.6753e+02	6.8875e+02	1.1993e-02	2.2861e-06
11900	 1.6749e+02	6.8905e+02	1.1962e-02	2.2861e-06
11925	 1.6741e+02	6.8764e+02	1.1781e-02	2.2861e-06
11950	 1.6733e+02	6.8648e+02	1.1741e-02	2.2861e-06
11975	 1.6728e+02	6.8625e+02	1.1738e-02	2.2861e-06
12000	 1.6726e+02	6.8563e+02	1.1625e-02	2.2861e-06
12025	 1.6707e+02	6.8253e+02	1.1614e-02	2.2861e-06
12050	 1.6705e+02	6.8252e+02	1.1524e-02	2.2861e-06
12075	 1.6704e+02	6.8245e+02	1.1475e-02	2.2861e-06
12100	 1.6704e+02	6.8262e+02	1.1591e-02	2.2861e-06
12125	 1.6703e+02	6.8242e+02	1.1449e-02	2.2861e-06
12150	 1.6704e+02	6.8242e+02	1.1496e-02	2.2861e-06
12175	 1.6703e+02	6.8231e+02	1.1577e-02	2.2861e-06
12200	 1.6695e+02	6.8114e+02	1.1390e-02	2.2861e-06
12225	 1.6687e+02	6.8000e+02	1.1253e-02	2.2861e-06
12250	 1.6677e+02	6.7874e+02	1.1223e-02	2.2861e-06
12275	 1.6671e+02	6.7762e+02	1.1232e-02	2.2861e-06
12300	 1.6664e+02	6.7688e+02	1.1165e-02	2.2861e-06
12325	 1.6652e+02	6.7522e+02	1.1034e-02	2.2861e-06
12350	 1.6646e+02	6.7416e+02	1.0918e-02	2.2861e-06
12375	 1.6639e+02	6.7337e+02	1.0907e-02	2.2861e-06
12400	 1.6630e+02	6.7202e+02	1.0724e-02	2.2861e-06
12425	 1.6626e+02	6.7137e+02	1.0821e-02	2.2861e-06
12450	 1.6614e+02	6.6992e+02	1.0705e-02	2.2861e-06
12475	 1.6611e+02	6.6931e+02	1.0664e-02	2.2861e-06
12500	 1.6600e+02	6.6791e+02	1.0635e-02	2.2861e-06
12525	 1.6592e+02	6.6704e+02	1.0442e-02	2.2861e-06
12550	 1.6583e+02	6.6560e+02	1.0440e-02	2.2861e-06
12575	 1.6580e+02	6.6476e+02	1.0412e-02	2.2861e-06
12600	 1.6571e+02	6.6390e+02	1.0372e-02	2.2861e-06
12625	 1.6567e+02	6.6325e+02	1.0390e-02	2.2861e-06
12650	 1.6564e+02	6.6281e+02	1.0277e-02	2.2861e-06
12675	 1.6565e+02	6.6288e+02	1.0341e-02	2.2861e-06
12700	 1.6553e+02	6.6149e+02	1.0212e-02	2.2861e-06
12725	 1.6550e+02	6.6070e+02	1.0153e-02	2.2861e-06
12750	 1.6539e+02	6.5937e+02	1.0200e-02	2.2861e-06
12775	 1.6523e+02	6.5717e+02	1.0068e-02	2.2861e-06
12800	 1.6525e+02	6.5754e+02	1.0044e-02	2.2861e-06
12825	 1.6526e+02	6.5763e+02	1.0071e-02	2.2861e-06
12850	 1.6521e+02	6.5718e+02	1.0146e-02	2.2861e-06
12875	 1.6518e+02	6.5649e+02	9.9411e-03	2.2861e-06
12900	 1.6511e+02	6.5564e+02	1.0028e-02	2.2861e-06
12925	 1.6504e+02	6.5468e+02	9.8338e-03	2.2861e-06
12950	 1.6483e+02	6.5164e+02	9.7937e-03	2.2861e-06
12975	 1.6479e+02	6.5097e+02	9.7278e-03	2.2861e-06
13000	 1.6479e+02	6.5085e+02	9.7794e-03	2.2861e-06
13025	 1.6474e+02	6.5039e+02	9.6924e-03	2.2861e-06
13050	 1.6460e+02	6.4861e+02	9.6889e-03	2.2861e-06
13075	 1.6455e+02	6.4806e+02	9.6312e-03	2.2861e-06
13100	 1.6448e+02	6.4747e+02	9.6139e-03	2.2861e-06
13125	 1.6442e+02	6.4617e+02	9.4790e-03	2.2861e-06
13150	 1.6437e+02	6.4544e+02	9.6227e-03	2.2861e-06
13175	 1.6432e+02	6.4491e+02	9.4695e-03	2.2861e-06
13200	 1.6410e+02	6.4174e+02	9.3930e-03	2.2861e-06
13225	 1.6394e+02	6.3987e+02	9.2952e-03	2.2861e-06
13250	 1.6394e+02	6.3986e+02	9.1770e-03	2.2861e-06
13275	 1.6394e+02	6.3969e+02	9.2221e-03	2.2861e-06
13300	 1.6394e+02	6.3952e+02	9.1824e-03	2.2861e-06
13325	 1.6381e+02	6.3836e+02	9.3913e-03	2.2861e-06
13350	 1.6381e+02	6.3808e+02	9.1477e-03	2.2861e-06
13375	 1.6378e+02	6.3750e+02	9.1517e-03	2.2861e-06
13400	 1.6356e+02	6.3543e+02	9.2338e-03	2.2861e-06
13425	 1.6354e+02	6.3504e+02	9.1500e-03	2.2861e-06
13450	 1.6348e+02	6.3455e+02	9.1485e-03	2.2861e-06
13475	 1.6343e+02	6.3378e+02	9.3737e-03	2.2861e-06
13500	 1.6346e+02	6.3444e+02	9.1323e-03	2.2861e-06
13525	 1.6345e+02	6.3421e+02	9.1126e-03	2.2861e-06
13550	 1.6342e+02	6.3330e+02	9.0786e-03	2.2861e-06
13575	 1.6337e+02	6.3223e+02	8.9409e-03	2.2861e-06
13600	 1.6328e+02	6.3154e+02	8.9377e-03	2.2861e-06
13625	 1.6325e+02	6.3147e+02	8.9638e-03	2.2861e-06
13650	 1.6314e+02	6.2938e+02	8.9708e-03	2.2861e-06
13675	 1.6302e+02	6.2788e+02	8.7629e-03	2.2861e-06
13700	 1.6301e+02	6.2786e+02	8.8405e-03	2.2861e-06
13725	 1.6299e+02	6.2706e+02	8.7624e-03	2.2861e-06
13750	 1.6295e+02	6.2698e+02	8.6814e-03	2.2861e-06
13775	 1.6287e+02	6.2670e+02	8.9422e-03	2.2861e-06
13800	 1.6275e+02	6.2481e+02	8.8553e-03	2.2861e-06
13825	 1.6262e+02	6.2301e+02	8.5822e-03	2.2861e-06
13850	 1.6253e+02	6.2304e+02	8.7380e-03	2.2861e-06
13875	 1.6250e+02	6.2201e+02	8.7209e-03	2.2861e-06
13900	 1.6233e+02	6.1869e+02	8.2956e-03	2.2861e-06
13925	 1.6231e+02	6.1861e+02	8.3540e-03	2.2861e-06
13950	 1.6225e+02	6.1701e+02	8.2496e-03	2.2861e-06
13975	 1.6217e+02	6.1570e+02	7.9839e-03	2.2861e-06
14000	 1.6201e+02	6.1602e+02	8.0776e-03	2.2861e-06
14025	 1.6199e+02	6.1579e+02	8.1598e-03	2.2861e-06
14050	 1.6188e+02	6.1363e+02	7.8774e-03	2.2861e-06
14075	 1.6176e+02	6.1498e+02	8.5930e-03	2.2861e-06
14100	 1.6171e+02	6.1194e+02	8.6311e-03	2.2861e-06
14125	 1.6164e+02	6.1108e+02	8.0271e-03	2.2861e-06
14150	 1.6153e+02	6.1271e+02	8.6820e-03	2.2861e-06
14175	 1.6148e+02	6.1030e+02	8.6481e-03	2.2861e-06
14200	 1.6141e+02	6.0816e+02	7.8497e-03	2.2861e-06
14225	 1.6133e+02	6.0897e+02	8.1758e-03	2.2861e-06
14250	 1.6128e+02	6.0845e+02	8.4768e-03	2.2861e-06
14275	 1.6116e+02	6.0365e+02	7.7960e-03	2.2861e-06
14300	 1.6112e+02	6.0463e+02	7.7765e-03	2.2861e-06
14325	 1.6110e+02	6.0504e+02	7.8838e-03	2.2861e-06
14350	 1.6102e+02	5.7893e+02	8.4653e-03	2.2861e-06
14375	 1.6113e+02	5.9206e+02	7.1063e-03	2.2861e-06
14400	 1.6125e+02	5.9076e+02	7.0965e-03	2.2861e-06
14425	 1.6101e+02	5.9085e+02	7.9162e-03	2.2861e-06
14450	 1.6090e+02	5.9078e+02	8.2689e-03	2.2861e-06
14475	 1.6092e+02	5.8949e+02	8.6252e-03	2.2861e-06
14500	 1.6078e+02	5.8698e+02	9.5680e-03	2.2861e-06
14525	 1.6071e+02	5.8724e+02	1.0122e-02	2.2861e-06
14550	 1.6058e+02	5.8623e+02	1.0243e-02	2.2861e-06
14575	 1.6039e+02	5.8133e+02	1.0608e-02	2.2861e-06
14600	 1.6037e+02	5.8213e+02	1.0791e-02	2.2861e-06
14625	 1.6034e+02	5.8234e+02	1.0739e-02	2.2861e-06
14650	 1.6032e+02	5.8158e+02	1.0744e-02	2.2861e-06
14675	 1.6018e+02	5.8104e+02	1.0855e-02	2.2861e-06
14700	 1.5988e+02	5.7890e+02	1.1120e-02	2.2861e-06
14725	 1.5949e+02	5.7732e+02	1.1123e-02	2.2861e-06
14750	 1.5939e+02	5.7702e+02	1.0957e-02	2.2861e-06
14775	 1.5939e+02	5.7687e+02	1.0808e-02	2.2861e-06
14800	 1.5938e+02	5.7677e+02	1.1064e-02	2.2861e-06
14825	 1.5919e+02	5.7553e+02	1.0416e-02	2.2861e-06
14850	 1.5913e+02	5.7495e+02	1.0517e-02	2.2861e-06
14875	 1.5897e+02	5.7360e+02	1.0185e-02	2.2861e-06
14900	 1.5865e+02	5.7084e+02	9.5808e-03	2.2861e-06
14925	 1.5868e+02	5.7091e+02	9.8051e-03	2.2861e-06
14950	 1.5867e+02	5.7083e+02	9.7673e-03	2.2861e-06
14975	 1.5867e+02	5.7080e+02	9.8502e-03	2.2861e-06
15000	 1.5866e+02	5.7072e+02	9.5814e-03	2.2861e-06
15025	 1.5863e+02	5.7084e+02	9.6346e-03	2.2861e-06
15050	 1.5859e+02	5.6997e+02	9.4824e-03	2.2861e-06
15075	 1.5853e+02	5.6954e+02	9.4064e-03	2.2861e-06
15100	 1.5837e+02	5.6808e+02	9.4596e-03	2.2861e-06
15125	 1.5825e+02	5.6698e+02	9.0671e-03	2.2861e-06
15150	 1.5818e+02	5.6630e+02	8.7205e-03	2.2861e-06
15175	 1.5813e+02	5.6550e+02	8.8196e-03	2.2861e-06
15200	 1.5803e+02	5.6477e+02	8.7328e-03	2.2861e-06
15225	 1.5790e+02	5.6339e+02	8.5243e-03	2.2861e-06
15250	 1.5775e+02	5.6248e+02	8.1914e-03	2.2861e-06
15275	 1.5770e+02	5.6224e+02	8.3110e-03	2.2861e-06
15300	 1.5755e+02	5.6067e+02	8.1314e-03	2.2861e-06
15325	 1.5749e+02	5.6039e+02	8.0598e-03	2.2861e-06
15350	 1.5744e+02	5.5973e+02	8.0312e-03	2.2861e-06
15375	 1.5727e+02	5.5779e+02	8.0248e-03	2.2861e-06
15400	 1.5726e+02	5.5730e+02	8.0387e-03	2.2861e-06
15425	 1.5725e+02	5.5742e+02	7.9881e-03	2.2861e-06
15450	 1.5725e+02	5.5754e+02	7.9122e-03	2.2861e-06
15475	 1.5725e+02	5.5758e+02	7.9561e-03	2.2861e-06
15500	 1.5722e+02	5.5746e+02	8.0521e-03	2.2861e-06
15525	 1.5724e+02	5.5760e+02	7.9716e-03	2.2861e-06
15550	 1.5724e+02	5.5733e+02	7.8890e-03	2.2861e-06
15575	 1.5724e+02	5.5742e+02	8.0043e-03	2.2861e-06
15600	 1.5724e+02	5.5772e+02	8.1759e-03	2.2861e-06
15625	 1.5720e+02	5.5731e+02	8.1924e-03	2.2861e-06
15650	 1.5719e+02	5.5722e+02	8.2944e-03	2.2861e-06
15675	 1.5721e+02	5.5741e+02	8.2094e-03	2.2861e-06
15700	 1.5713e+02	5.5675e+02	8.4316e-03	2.2861e-06
15725	 1.5700e+02	5.5592e+02	8.4435e-03	2.2861e-06
15750	 1.5704e+02	5.5577e+02	8.3007e-03	2.2861e-06
15775	 1.5702e+02	5.5561e+02	8.4405e-03	2.2861e-06
15800	 1.5698e+02	5.5535e+02	8.5586e-03	2.2861e-06
15825	 1.5683e+02	5.5385e+02	8.4607e-03	2.2861e-06
15850	 1.5682e+02	5.5374e+02	8.5939e-03	2.2861e-06
15875	 1.5683e+02	5.5379e+02	8.5533e-03	2.2861e-06
15900	 1.5676e+02	5.5308e+02	8.5440e-03	2.2861e-06
15925	 1.5661e+02	5.5102e+02	8.5964e-03	2.2861e-06
15950	 1.5637e+02	5.4963e+02	8.6528e-03	2.2861e-06
15975	 1.5630e+02	5.4904e+02	8.5648e-03	2.2861e-06
16000	 1.5631e+02	5.4901e+02	8.5915e-03	2.2861e-06
16025	 1.5619e+02	5.4784e+02	8.5943e-03	2.2861e-06
16050	 1.5617e+02	5.4783e+02	8.5432e-03	2.2861e-06
16075	 1.5612e+02	5.4754e+02	8.5583e-03	2.2861e-06
16100	 1.5607e+02	5.4702e+02	8.5841e-03	2.2861e-06
16125	 1.5595e+02	5.4589e+02	8.6530e-03	2.2861e-06
16150	 1.5588e+02	5.4538e+02	8.6708e-03	2.2861e-06
16175	 1.5576e+02	5.4436e+02	8.7083e-03	2.2861e-06
16200	 1.5564e+02	5.4363e+02	8.7277e-03	2.2861e-06
16225	 1.5560e+02	5.4300e+02	8.7243e-03	2.2861e-06
16250	 1.5556e+02	5.4254e+02	8.6619e-03	2.2861e-06
16275	 1.5545e+02	5.4201e+02	8.6853e-03	2.2861e-06
16300	 1.5536e+02	5.4104e+02	8.6769e-03	2.2861e-06
16325	 1.5522e+02	5.3999e+02	8.7298e-03	2.2861e-06
16350	 1.5508e+02	5.3906e+02	8.6750e-03	2.2861e-06
16375	 1.5503e+02	5.3848e+02	8.6519e-03	2.2861e-06
16400	 1.5483e+02	5.3478e+02	8.6343e-03	2.2861e-06
16425	 1.5469e+02	5.3578e+02	8.6251e-03	2.2861e-06
16450	 1.5469e+02	5.3557e+02	8.6134e-03	2.2861e-06
16475	 1.5469e+02	5.3588e+02	8.6369e-03	2.2861e-06
16500	 1.5464e+02	5.3538e+02	8.6579e-03	2.2861e-06
16525	 1.5459e+02	5.3507e+02	8.6789e-03	2.2861e-06
16550	 1.5454e+02	5.3464e+02	8.6389e-03	2.2861e-06
16575	 1.5435e+02	5.3329e+02	8.5636e-03	2.2861e-06
