------------------------------------------------------------------
          COSMO v0.8.5 - A Quadratic Objective Conic Solver
                         Michael Garstka
                University of Oxford, 2017 - 2022
------------------------------------------------------------------

Problem:  x ∈ R^{2868},
          constraints: A ∈ R^{5531x2868} (14910 nnz),
          matrix size to factor: 8399x8399,
          Floating-point precision: Float64
Sets:     ZeroSet of dim: 2903
          DensePsdConeTriangle of dim: 2628 (72x72)
Settings: ϵ_abs = 1.0e-05, ϵ_rel = 1.0e-05,
          ϵ_prim_inf = 1.0e-04, ϵ_dual_inf = 1.0e-04,
          ρ = 0.1, σ = 1e-06, α = 1.6,
          max_iter = 1000000,
          scaling iter = 10 (on),
          check termination every 25 iter,
          check infeasibility every 40 iter,
          KKT system solver: QDLDL
Acc:      Anderson Type2{QRDecomp},
          Memory size = 15, RestartedMemory,	
          Safeguarded: true, tol: 2.0
Setup Time: 858.53ms

Iter:	Objective:	Primal Res:	Dual Res:	Rho:
514300	 4.5986e+01	2.5698e+01	4.1361e-03	2.2861e-06
514325	 4.5985e+01	3.8508e+01	3.3627e-03	2.2861e-06
514350	 4.5984e+01	3.9499e+01	2.9686e-03	2.2861e-06
514375	 4.5985e+01	3.6896e+01	3.4529e-03	2.2861e-06
514400	 4.5983e+01	4.3377e+01	2.8789e-03	2.2861e-06
514425	 4.5983e+01	4.7518e+01	2.3116e-03	2.2861e-06
514450	 4.5982e+01	5.1244e+01	2.0781e-03	2.2861e-06
514475	 4.5981e+01	5.5090e+01	2.0002e-03	2.2861e-06
514500	 4.5980e+01	5.5561e+01	1.8957e-03	2.2861e-06
514525	 4.5980e+01	5.6855e+01	1.9151e-03	2.2861e-06
514550	 4.5979e+01	5.8197e+01	1.8505e-03	2.2861e-06
514575	 4.5978e+01	5.7321e+01	1.9431e-03	2.2861e-06
514600	 4.5977e+01	5.6057e+01	2.3430e-03	2.2861e-06
514625	 4.5979e+01	6.0615e+01	1.8747e-03	2.2861e-06
514650	 4.5979e+01	5.4134e+01	1.6298e-03	2.2861e-06
514675	 4.5976e+01	4.7121e+01	3.6545e-03	2.2861e-06
514700	 4.5976e+01	4.7477e+01	3.4358e-03	2.2861e-06
514725	 4.5975e+01	4.1737e+01	3.8689e-03	2.2861e-06
514750	 4.5975e+01	4.1101e+01	4.2579e-03	2.2861e-06
514775	 4.5974e+01	3.3121e+01	4.7718e-03	2.2861e-06
514800	 4.5974e+01	2.9029e+01	4.8225e-03	2.2861e-06
514825	 4.5975e+01	2.3236e+01	5.2580e-03	2.2861e-06
514850	 4.5975e+01	2.1517e+01	5.5038e-03	2.2861e-06
514875	 4.5972e+01	2.1515e+01	5.4965e-03	2.2861e-06
514900	 4.5972e+01	2.1515e+01	5.5973e-03	2.2861e-06
514925	 4.5971e+01	2.1513e+01	5.4836e-03	2.2861e-06
514950	 4.5970e+01	2.1512e+01	5.3674e-03	2.2861e-06
514975	 4.5971e+01	2.4028e+01	5.0665e-03	2.2861e-06
515000	 4.5970e+01	2.8441e+01	4.8291e-03	2.2861e-06
515025	 4.5966e+01	2.9550e+01	4.6889e-03	2.2861e-06
515050	 4.5963e+01	3.3565e+01	4.5095e-03	2.2861e-06
515075	 4.5964e+01	4.0660e+01	4.0055e-03	2.2861e-06
515100	 4.5964e+01	4.5262e+01	3.4777e-03	2.2861e-06
515125	 4.5965e+01	5.0359e+01	2.8236e-03	2.2861e-06
515150	 4.5965e+01	5.3052e+01	2.3161e-03	2.2861e-06
515175	 4.5965e+01	5.3585e+01	2.0462e-03	2.2861e-06
515200	 4.5965e+01	5.4724e+01	2.0940e-03	2.2861e-06
515225	 4.5966e+01	5.6371e+01	2.1853e-03	2.2861e-06
515250	 4.5965e+01	5.7272e+01	2.2556e-03	2.2861e-06
515275	 4.5965e+01	5.7653e+01	2.2946e-03	2.2861e-06
515300	 4.5965e+01	5.7709e+01	2.3676e-03	2.2861e-06
515325	 4.5963e+01	5.7326e+01	2.4149e-03	2.2861e-06
515350	 4.5961e+01	5.5420e+01	2.4527e-03	2.2861e-06
515375	 4.5960e+01	5.1108e+01	2.4842e-03	2.2861e-06
515400	 4.5960e+01	4.4616e+01	3.3882e-03	2.2861e-06
515425	 4.5959e+01	3.9307e+01	3.9610e-03	2.2861e-06
515450	 4.5959e+01	3.1434e+01	4.5166e-03	2.2861e-06
515475	 4.5958e+01	2.4855e+01	4.8397e-03	2.2861e-06
515500	 4.5951e+01	2.4685e+01	4.8776e-03	2.2861e-06
515525	 4.5948e+01	2.1492e+01	4.8137e-03	2.2861e-06
515550	 4.5948e+01	2.1497e+01	5.1987e-03	2.2861e-06
515575	 4.5948e+01	2.1496e+01	5.3738e-03	2.2861e-06
515600	 4.5948e+01	2.1497e+01	5.1923e-03	2.2861e-06
515625	 4.5948e+01	2.1496e+01	5.2284e-03	2.2861e-06
515650	 4.5946e+01	2.2882e+01	5.1001e-03	2.2861e-06
515675	 4.5946e+01	2.8488e+01	4.8443e-03	2.2861e-06
515700	 4.5945e+01	3.2977e+01	4.5739e-03	2.2861e-06
515725	 4.5941e+01	3.5826e+01	4.2333e-03	2.2861e-06
515750	 4.5940e+01	4.3739e+01	3.4433e-03	2.2861e-06
515775	 4.5939e+01	4.6628e+01	3.1274e-03	2.2861e-06
515800	 4.5938e+01	4.8492e+01	2.8355e-03	2.2861e-06
515825	 4.5936e+01	4.8601e+01	2.8112e-03	2.2861e-06
515850	 4.5931e+01	5.0616e+01	2.2467e-03	2.2861e-06
515875	 4.5931e+01	5.0749e+01	2.0317e-03	2.2861e-06
515900	 4.5930e+01	5.1768e+01	1.8565e-03	2.2861e-06
515925	 4.5930e+01	5.1220e+01	1.7674e-03	2.2861e-06
515950	 4.5930e+01	4.9332e+01	1.6151e-03	2.2861e-06
515975	 4.5930e+01	4.6044e+01	1.5780e-03	2.2861e-06
516000	 4.5930e+01	4.0549e+01	2.1171e-03	2.2861e-06
516025	 4.5929e+01	3.7597e+01	2.5576e-03	2.2861e-06
516050	 4.5930e+01	2.9129e+01	3.3035e-03	2.2861e-06
516075	 4.5926e+01	2.3263e+01	3.6949e-03	2.2861e-06
516100	 4.5925e+01	2.2694e+01	3.6608e-03	2.2861e-06
516125	 4.5925e+01	2.1481e+01	3.9958e-03	2.2861e-06
516150	 4.5926e+01	2.1481e+01	4.2496e-03	2.2861e-06
516175	 4.5923e+01	2.1479e+01	4.2958e-03	2.2861e-06
516200	 4.5916e+01	2.1473e+01	4.2568e-03	2.2861e-06
516225	 4.5917e+01	2.1472e+01	4.4515e-03	2.2861e-06
516250	 4.5916e+01	2.1472e+01	4.5630e-03	2.2861e-06
516275	 4.5916e+01	2.1472e+01	4.3426e-03	2.2861e-06
516300	 4.5916e+01	2.1474e+01	4.2209e-03	2.2861e-06
516325	 4.5917e+01	2.1473e+01	4.3632e-03	2.2861e-06
516350	 4.5917e+01	2.3920e+01	4.2369e-03	2.2861e-06
516375	 4.5916e+01	2.6254e+01	4.0305e-03	2.2861e-06
516400	 4.5917e+01	3.3014e+01	3.7068e-03	2.2861e-06
516425	 4.5917e+01	3.6990e+01	3.3397e-03	2.2861e-06
516450	 4.5917e+01	3.3967e+01	3.5332e-03	2.2861e-06
516475	 4.5916e+01	3.8217e+01	3.4355e-03	2.2861e-06
516500	 4.5916e+01	4.1512e+01	3.0066e-03	2.2861e-06
516525	 4.5913e+01	4.1879e+01	2.9431e-03	2.2861e-06
516550	 4.5909e+01	4.2048e+01	3.0037e-03	2.2861e-06
516575	 4.5909e+01	4.3669e+01	3.0557e-03	2.2861e-06
516600	 4.5909e+01	4.3680e+01	2.8805e-03	2.2861e-06
516625	 4.5908e+01	4.5538e+01	2.8020e-03	2.2861e-06
516650	 4.5908e+01	4.7515e+01	2.5956e-03	2.2861e-06
516675	 4.5908e+01	4.6790e+01	2.4696e-03	2.2861e-06
516700	 4.5908e+01	4.7998e+01	2.2261e-03	2.2861e-06
516725	 4.5908e+01	4.7896e+01	1.9389e-03	2.2861e-06
516750	 4.5908e+01	4.6830e+01	1.8634e-03	2.2861e-06
516775	 4.5907e+01	4.5084e+01	1.8282e-03	2.2861e-06
516800	 4.5907e+01	4.2542e+01	1.7851e-03	2.2861e-06
516825	 4.5906e+01	4.0658e+01	1.6688e-03	2.2861e-06
516850	 4.5905e+01	3.8635e+01	2.7090e-03	2.2861e-06
516875	 4.5905e+01	3.6370e+01	2.5623e-03	2.2861e-06
516900	 4.5904e+01	3.3874e+01	2.9235e-03	2.2861e-06
516925	 4.5905e+01	3.3012e+01	3.1506e-03	2.2861e-06
516950	 4.5903e+01	2.2807e+01	3.6769e-03	2.2861e-06
516975	 4.5902e+01	2.1462e+01	3.6891e-03	2.2861e-06
517000	 4.5902e+01	2.1463e+01	3.5980e-03	2.2861e-06
517025	 4.5901e+01	2.1463e+01	3.3979e-03	2.2861e-06
517050	 4.5900e+01	2.1464e+01	3.5843e-03	2.2861e-06
517075	 4.5900e+01	2.1464e+01	3.5093e-03	2.2861e-06
517100	 4.5899e+01	2.4307e+01	3.4533e-03	2.2861e-06
517125	 4.5898e+01	2.5675e+01	3.3843e-03	2.2861e-06
517150	 4.5896e+01	2.5846e+01	3.3023e-03	2.2861e-06
517175	 4.5894e+01	2.9122e+01	3.1262e-03	2.2861e-06
517200	 4.5893e+01	2.9957e+01	3.0477e-03	2.2861e-06
517225	 4.5892e+01	3.3588e+01	2.7718e-03	2.2861e-06
517250	 4.5892e+01	3.5822e+01	2.6856e-03	2.2861e-06
517275	 4.5892e+01	3.6436e+01	2.6637e-03	2.2861e-06
517300	 4.5889e+01	3.7885e+01	2.5527e-03	2.2861e-06
517325	 4.5888e+01	3.8056e+01	2.4641e-03	2.2861e-06
517350	 4.5887e+01	3.8644e+01	2.5700e-03	2.2861e-06
517375	 4.5887e+01	3.7681e+01	2.3692e-03	2.2861e-06
517400	 4.5885e+01	3.7585e+01	2.2598e-03	2.2861e-06
517425	 4.5884e+01	3.6038e+01	2.1038e-03	2.2861e-06
517450	 4.5882e+01	3.5069e+01	2.0736e-03	2.2861e-06
517475	 4.5882e+01	3.2308e+01	1.9610e-03	2.2861e-06
517500	 4.5881e+01	3.1156e+01	1.9298e-03	2.2861e-06
517525	 4.5881e+01	2.6723e+01	1.7846e-03	2.2861e-06
517550	 4.5880e+01	2.6221e+01	1.7225e-03	2.2861e-06
517575	 4.5876e+01	2.6271e+01	1.6842e-03	2.2861e-06
517600	 4.5875e+01	2.6142e+01	1.6186e-03	2.2861e-06
517625	 4.5875e+01	2.5657e+01	1.5550e-03	2.2861e-06
517650	 4.5875e+01	2.5043e+01	1.6237e-03	2.2861e-06
517675	 4.5873e+01	2.5214e+01	1.6342e-03	2.2861e-06
517700	 4.5871e+01	2.5197e+01	1.7208e-03	2.2861e-06
517725	 4.5865e+01	2.4582e+01	1.6845e-03	2.2861e-06
517750	 4.5864e+01	2.4164e+01	1.7669e-03	2.2861e-06
517775	 4.5864e+01	2.2712e+01	1.9145e-03	2.2861e-06
517800	 4.5863e+01	2.1433e+01	1.9011e-03	2.2861e-06
517825	 4.5865e+01	2.1436e+01	1.9945e-03	2.2861e-06
517850	 4.5864e+01	2.1433e+01	2.1417e-03	2.2861e-06
517875	 4.5864e+01	2.1433e+01	2.1806e-03	2.2861e-06
517900	 4.5861e+01	2.1434e+01	2.1185e-03	2.2861e-06
517925	 4.5859e+01	2.1431e+01	2.1467e-03	2.2861e-06
517950	 4.5858e+01	2.1429e+01	2.2595e-03	2.2861e-06
517975	 4.5858e+01	2.1430e+01	2.2447e-03	2.2861e-06
518000	 4.5858e+01	2.1431e+01	2.2230e-03	2.2861e-06
518025	 4.5852e+01	2.1426e+01	2.1756e-03	2.2861e-06
518050	 4.5852e+01	2.1425e+01	2.1387e-03	2.2861e-06
518075	 4.5852e+01	2.1425e+01	2.0833e-03	2.2861e-06
518100	 4.5852e+01	2.1425e+01	2.2460e-03	2.2861e-06
518125	 4.5851e+01	2.1424e+01	2.2715e-03	2.2861e-06
518150	 4.5851e+01	2.1424e+01	2.2646e-03	2.2861e-06
518175	 4.5851e+01	2.1424e+01	2.3201e-03	2.2861e-06
518200	 4.5851e+01	2.1424e+01	2.3126e-03	2.2861e-06
518225	 4.5851e+01	2.1424e+01	2.2975e-03	2.2861e-06
518250	 4.5850e+01	2.1424e+01	2.1837e-03	2.2861e-06
518275	 4.5849e+01	2.1424e+01	2.0945e-03	2.2861e-06
518300	 4.5848e+01	2.1423e+01	1.8664e-03	2.2861e-06
518325	 4.5847e+01	2.1423e+01	1.7438e-03	2.2861e-06
518350	 4.5846e+01	2.1423e+01	1.6337e-03	2.2861e-06
518375	 4.5842e+01	2.1420e+01	1.3950e-03	2.2861e-06
518400	 4.5841e+01	2.1420e+01	1.4313e-03	2.2861e-06
518425	 4.5840e+01	2.1419e+01	1.4347e-03	2.2861e-06
518450	 4.5839e+01	2.1419e+01	1.4271e-03	2.2861e-06
518475	 4.5839e+01	2.1419e+01	1.4300e-03	2.2861e-06
518500	 4.5838e+01	2.1419e+01	1.4087e-03	2.2861e-06
518525	 4.5837e+01	2.1419e+01	1.4723e-03	2.2861e-06
518550	 4.5836e+01	2.1419e+01	1.5160e-03	2.2861e-06
518575	 4.5835e+01	2.1419e+01	1.5451e-03	2.2861e-06
518600	 4.5834e+01	2.1418e+01	1.5572e-03	2.2861e-06
518625	 4.5833e+01	2.1417e+01	1.5867e-03	2.2861e-06
518650	 4.5830e+01	2.1415e+01	1.5979e-03	2.2861e-06
518675	 4.5829e+01	2.1414e+01	1.5994e-03	2.2861e-06
518700	 4.5828e+01	2.1414e+01	1.6690e-03	2.2861e-06
518725	 4.5828e+01	2.1414e+01	1.6940e-03	2.2861e-06
518750	 4.5827e+01	2.1414e+01	1.7299e-03	2.2861e-06
518775	 4.5824e+01	2.1412e+01	1.7623e-03	2.2861e-06
518800	 4.5824e+01	2.1413e+01	1.9367e-03	2.2861e-06
518825	 4.5820e+01	2.1409e+01	1.9336e-03	2.2861e-06
518850	 4.5818e+01	2.1408e+01	1.9758e-03	2.2861e-06
518875	 4.5818e+01	2.1408e+01	2.0874e-03	2.2861e-06
518900	 4.5817e+01	2.1407e+01	2.1361e-03	2.2861e-06
518925	 4.5816e+01	2.1406e+01	2.1770e-03	2.2861e-06
518950	 4.5814e+01	2.1406e+01	2.3085e-03	2.2861e-06
518975	 4.5812e+01	2.1405e+01	2.4468e-03	2.2861e-06
519000	 4.5811e+01	2.1404e+01	2.4938e-03	2.2861e-06
519025	 4.5809e+01	2.1403e+01	2.5967e-03	2.2861e-06
519050	 4.5806e+01	2.1400e+01	2.5595e-03	2.2861e-06
519075	 4.5802e+01	2.1396e+01	2.6022e-03	2.2861e-06
519100	 4.5794e+01	2.1388e+01	2.5831e-03	2.2861e-06
519125	 4.5781e+01	2.1375e+01	2.6325e-03	2.2861e-06
519150	 4.5754e+01	2.1358e+01	2.2389e-03	2.2861e-06
519175	 4.5755e+01	2.1362e+01	2.1542e-03	2.2861e-06
519200	 4.5755e+01	2.1362e+01	2.1332e-03	2.2861e-06
519225	 4.5756e+01	2.1364e+01	1.9779e-03	2.2861e-06
519250	 4.5756e+01	2.1364e+01	1.7902e-03	2.2861e-06
519275	 4.5757e+01	2.1364e+01	1.5292e-03	2.2861e-06
519300	 4.5754e+01	2.1360e+01	1.3590e-03	2.2861e-06
519325	 4.5753e+01	2.1359e+01	1.1451e-03	2.2861e-06
519350	 4.5752e+01	2.1359e+01	1.2348e-03	2.2861e-06
519375	 4.5752e+01	2.1358e+01	1.3340e-03	2.2861e-06
519400	 4.5753e+01	2.1358e+01	1.4392e-03	2.2861e-06
519425	 4.5752e+01	2.1357e+01	1.4745e-03	2.2861e-06
519450	 4.5752e+01	2.1355e+01	1.4890e-03	2.2861e-06
519475	 4.5750e+01	2.1354e+01	1.4821e-03	2.2861e-06
519500	 4.5746e+01	2.1352e+01	1.5463e-03	2.2861e-06
519525	 4.5747e+01	2.1353e+01	1.5890e-03	2.2861e-06
519550	 4.5748e+01	2.1354e+01	1.6015e-03	2.2861e-06
519575	 4.5748e+01	2.1353e+01	1.6650e-03	2.2861e-06
519600	 4.5747e+01	2.1352e+01	1.7295e-03	2.2861e-06
519625	 4.5747e+01	2.1353e+01	1.7032e-03	2.2861e-06
519650	 4.5747e+01	2.1353e+01	1.7996e-03	2.2861e-06
519675	 4.5746e+01	2.1352e+01	1.8209e-03	2.2861e-06
519700	 4.5745e+01	2.1352e+01	2.1044e-03	2.2861e-06
519725	 4.5745e+01	2.1351e+01	2.2402e-03	2.2861e-06
519750	 4.5742e+01	2.1348e+01	2.5643e-03	2.2861e-06
519775	 4.5740e+01	2.1346e+01	2.6879e-03	2.2861e-06
519800	 4.5740e+01	2.1347e+01	2.7767e-03	2.2861e-06
519825	 4.5739e+01	2.1347e+01	2.8098e-03	2.2861e-06
519850	 4.5731e+01	2.1341e+01	2.8473e-03	2.2861e-06
519875	 4.5730e+01	2.1340e+01	2.8264e-03	2.2861e-06
519900	 4.5729e+01	2.1340e+01	2.7673e-03	2.2861e-06
519925	 4.5729e+01	2.1340e+01	2.7572e-03	2.2861e-06
519950	 4.5728e+01	2.1339e+01	2.6198e-03	2.2861e-06
519975	 4.5728e+01	2.1340e+01	2.5550e-03	2.2861e-06
520000	 4.5728e+01	2.1340e+01	2.4331e-03	2.2861e-06
520025	 4.5727e+01	2.1340e+01	2.1871e-03	2.2861e-06
520050	 4.5727e+01	2.1340e+01	2.1216e-03	2.2861e-06
520075	 4.5726e+01	2.1340e+01	1.9477e-03	2.2861e-06
520100	 4.5726e+01	2.1340e+01	1.5785e-03	2.2861e-06
520125	 4.5725e+01	2.1340e+01	1.4966e-03	2.2861e-06
520150	 4.5723e+01	2.1339e+01	1.4446e-03	2.2861e-06
520175	 4.5722e+01	2.1338e+01	1.4081e-03	2.2861e-06
520200	 4.5717e+01	2.1333e+01	1.4428e-03	2.2861e-06
520225	 4.5718e+01	2.1334e+01	1.5359e-03	2.2861e-06
520250	 4.5716e+01	2.1333e+01	1.5327e-03	2.2861e-06
520275	 4.5715e+01	2.1333e+01	1.6349e-03	2.2861e-06
520300	 4.5713e+01	2.1332e+01	1.6826e-03	2.2861e-06
520325	 4.5712e+01	2.1331e+01	1.6743e-03	2.2861e-06
520350	 4.5711e+01	2.1331e+01	1.6679e-03	2.2861e-06
520375	 4.5711e+01	2.1330e+01	1.6674e-03	2.2861e-06
520400	 4.5710e+01	2.1330e+01	1.6879e-03	2.2861e-06
520425	 4.5709e+01	2.1329e+01	1.6771e-03	2.2861e-06
520450	 4.5705e+01	2.1326e+01	1.6877e-03	2.2861e-06
520475	 4.5704e+01	2.1325e+01	1.7587e-03	2.2861e-06
520500	 4.5703e+01	2.1324e+01	1.8682e-03	2.2861e-06
520525	 4.5704e+01	2.1319e+01	1.4035e-04	2.2861e-06
520550	 4.5694e+01	2.2022e+01	2.4233e-03	2.2861e-06
520575	 4.5692e+01	2.2722e+01	2.5869e-03	2.2861e-06
520600	 4.5692e+01	2.3032e+01	2.7101e-03	2.2861e-06
520625	 4.5692e+01	2.2726e+01	2.6997e-03	2.2861e-06
520650	 4.5692e+01	2.1620e+01	2.9477e-03	2.2861e-06
520675	 4.5692e+01	2.1316e+01	2.9464e-03	2.2861e-06
520700	 4.5692e+01	2.1574e+01	2.9330e-03	2.2861e-06
520725	 4.5692e+01	2.2428e+01	2.8713e-03	2.2861e-06
520750	 4.5693e+01	2.2728e+01	2.8343e-03	2.2861e-06
520775	 4.5691e+01	2.3184e+01	2.7762e-03	2.2861e-06
520800	 4.5690e+01	2.3315e+01	2.7180e-03	2.2861e-06
520825	 4.5691e+01	2.4221e+01	2.6676e-03	2.2861e-06
520850	 4.5688e+01	2.4526e+01	2.6934e-03	2.2861e-06
520875	 4.5685e+01	2.3809e+01	2.7071e-03	2.2861e-06
520900	 4.5686e+01	2.3292e+01	2.7084e-03	2.2861e-06
520925	 4.5685e+01	2.2947e+01	2.6890e-03	2.2861e-06
520950	 4.5684e+01	2.2221e+01	2.6323e-03	2.2861e-06
520975	 4.5684e+01	2.1306e+01	2.4557e-03	2.2861e-06
521000	 4.5682e+01	2.1305e+01	2.3522e-03	2.2861e-06
521025	 4.5681e+01	2.1303e+01	2.2323e-03	2.2861e-06
521050	 4.5680e+01	2.1303e+01	2.1316e-03	2.2861e-06
521075	 4.5678e+01	2.1302e+01	2.1868e-03	2.2861e-06
521100	 4.5677e+01	2.1301e+01	2.0678e-03	2.2861e-06
521125	 4.5676e+01	2.1301e+01	1.6891e-03	2.2861e-06
521150	 4.5674e+01	2.2889e+01	1.5347e-03	2.2861e-06
521175	 4.5672e+01	2.8529e+01	1.5736e-03	2.2861e-06
521200	 4.5668e+01	2.9317e+01	1.5913e-03	2.2861e-06
521225	 4.5664e+01	3.0845e+01	1.6107e-03	2.2861e-06
521250	 4.5664e+01	3.1193e+01	1.6274e-03	2.2861e-06
521275	 4.5663e+01	3.2876e+01	1.6936e-03	2.2861e-06
521300	 4.5663e+01	3.4214e+01	1.6844e-03	2.2861e-06
521325	 4.5663e+01	3.4541e+01	1.6725e-03	2.2861e-06
521350	 4.5663e+01	3.4818e+01	1.6821e-03	2.2861e-06
521375	 4.5663e+01	3.5289e+01	1.6907e-03	2.2861e-06
521400	 4.5663e+01	3.5305e+01	1.6843e-03	2.2861e-06
521425	 4.5660e+01	3.5373e+01	1.7363e-03	2.2861e-06
521450	 4.5658e+01	3.5446e+01	1.9605e-03	2.2861e-06
521475	 4.5657e+01	3.5200e+01	2.0301e-03	2.2861e-06
521500	 4.5656e+01	3.5025e+01	2.0724e-03	2.2861e-06
521525	 4.5655e+01	3.5325e+01	2.1196e-03	2.2861e-06
521550	 4.5655e+01	3.4173e+01	2.2545e-03	2.2861e-06
521575	 4.5649e+01	3.3707e+01	2.3005e-03	2.2861e-06
521600	 4.5649e+01	3.3189e+01	2.3335e-03	2.2861e-06
521625	 4.5648e+01	3.1767e+01	2.4348e-03	2.2861e-06
521650	 4.5646e+01	3.1531e+01	2.4576e-03	2.2861e-06
521675	 4.5642e+01	2.8528e+01	2.5123e-03	2.2861e-06
521700	 4.5639e+01	2.4710e+01	2.7207e-03	2.2861e-06
521725	 4.5637e+01	2.5707e+01	2.7185e-03	2.2861e-06
521750	 4.5637e+01	2.8336e+01	3.0055e-03	2.2861e-06
521775	 4.5637e+01	2.6860e+01	3.0548e-03	2.2861e-06
521800	 4.5638e+01	2.7188e+01	3.1321e-03	2.2861e-06
521825	 4.5638e+01	2.7043e+01	3.1333e-03	2.2861e-06
521850	 4.5636e+01	2.7553e+01	3.2162e-03	2.2861e-06
521875	 4.5635e+01	2.7483e+01	3.2236e-03	2.2861e-06
521900	 4.5635e+01	2.6806e+01	3.1654e-03	2.2861e-06
521925	 4.5632e+01	2.6350e+01	3.0999e-03	2.2861e-06
521950	 4.5630e+01	2.6080e+01	3.0571e-03	2.2861e-06
521975	 4.5629e+01	2.6010e+01	3.0268e-03	2.2861e-06
522000	 4.5628e+01	2.5445e+01	2.9842e-03	2.2861e-06
522025	 4.5627e+01	2.3592e+01	2.7117e-03	2.2861e-06
522050	 4.5624e+01	2.1373e+01	2.4217e-03	2.2861e-06
522075	 4.5623e+01	2.1255e+01	2.3293e-03	2.2861e-06
522100	 4.5622e+01	2.3935e+01	2.0797e-03	2.2861e-06
522125	 4.5622e+01	2.6729e+01	1.8044e-03	2.2861e-06
522150	 4.5620e+01	2.8185e+01	1.6527e-03	2.2861e-06
522175	 4.5620e+01	3.3680e+01	1.6921e-03	2.2861e-06
522200	 4.5620e+01	3.3376e+01	1.6762e-03	2.2861e-06
522225	 4.5618e+01	3.4760e+01	1.6932e-03	2.2861e-06
522250	 4.5617e+01	3.5832e+01	1.6804e-03	2.2861e-06
522275	 4.5615e+01	3.5463e+01	1.6885e-03	2.2861e-06
522300	 4.5611e+01	3.5648e+01	1.6947e-03	2.2861e-06
522325	 4.5609e+01	3.7202e+01	1.6960e-03	2.2861e-06
522350	 4.5607e+01	3.8269e+01	1.7463e-03	2.2861e-06
522375	 4.5601e+01	3.8516e+01	1.7003e-03	2.2861e-06
522400	 4.5601e+01	3.7937e+01	1.6928e-03	2.2861e-06
522425	 4.5600e+01	3.9452e+01	1.7544e-03	2.2861e-06
522450	 4.5600e+01	3.9429e+01	1.7593e-03	2.2861e-06
522475	 4.5601e+01	3.9104e+01	1.7715e-03	2.2861e-06
522500	 4.5601e+01	3.6393e+01	1.7807e-03	2.2861e-06
522525	 4.5601e+01	3.4526e+01	2.0329e-03	2.2861e-06
522550	 4.5601e+01	3.2968e+01	2.3582e-03	2.2861e-06
522575	 4.5601e+01	2.9822e+01	2.6581e-03	2.2861e-06
522600	 4.5600e+01	2.5707e+01	2.9519e-03	2.2861e-06
522625	 4.5600e+01	2.4034e+01	2.9966e-03	2.2861e-06
522650	 4.5600e+01	2.2961e+01	2.9483e-03	2.2861e-06
522675	 4.5597e+01	2.1235e+01	3.1993e-03	2.2861e-06
522700	 4.5595e+01	2.1232e+01	3.3391e-03	2.2861e-06
522725	 4.5594e+01	2.1545e+01	3.4301e-03	2.2861e-06
522750	 4.5593e+01	2.3198e+01	3.5655e-03	2.2861e-06
522775	 4.5593e+01	2.4167e+01	3.6011e-03	2.2861e-06
522800	 4.5592e+01	2.4825e+01	3.5496e-03	2.2861e-06
522825	 4.5591e+01	2.4817e+01	3.5018e-03	2.2861e-06
522850	 4.5590e+01	2.4839e+01	3.2659e-03	2.2861e-06
522875	 4.5588e+01	2.4462e+01	3.1135e-03	2.2861e-06
522900	 4.5586e+01	2.4751e+01	3.2094e-03	2.2861e-06
522925	 4.5580e+01	2.4808e+01	3.1368e-03	2.2861e-06
522950	 4.5580e+01	2.4405e+01	3.1011e-03	2.2861e-06
522975	 4.5580e+01	2.4363e+01	3.0484e-03	2.2861e-06
523000	 4.5579e+01	2.4509e+01	3.0887e-03	2.2861e-06
523025	 4.5578e+01	2.4115e+01	2.9978e-03	2.2861e-06
523050	 4.5577e+01	2.4516e+01	2.9422e-03	2.2861e-06
523075	 4.5574e+01	2.8578e+01	2.6896e-03	2.2861e-06
523100	 4.5573e+01	3.0173e+01	2.5302e-03	2.2861e-06
523125	 4.5572e+01	3.4934e+01	2.0688e-03	2.2861e-06
523150	 4.5571e+01	3.6139e+01	1.9355e-03	2.2861e-06
523175	 4.5568e+01	3.6415e+01	1.8496e-03	2.2861e-06
523200	 4.5566e+01	3.8552e+01	1.5377e-03	2.2861e-06
523225	 4.5565e+01	3.9047e+01	1.5557e-03	2.2861e-06
523250	 4.5562e+01	3.9748e+01	1.5855e-03	2.2861e-06
523275	 4.5559e+01	4.0034e+01	1.5888e-03	2.2861e-06
523300	 4.5557e+01	4.1384e+01	1.6500e-03	2.2861e-06
523325	 4.5556e+01	4.1999e+01	1.6849e-03	2.2861e-06
523350	 4.5555e+01	4.2087e+01	1.7019e-03	2.2861e-06
523375	 4.5549e+01	4.2061e+01	1.7061e-03	2.2861e-06
523400	 4.5551e+01	4.1455e+01	1.6831e-03	2.2861e-06
523425	 4.5550e+01	4.0773e+01	1.6580e-03	2.2861e-06
523450	 4.5549e+01	4.1619e+01	1.7075e-03	2.2861e-06
523475	 4.5549e+01	4.1161e+01	1.6964e-03	2.2861e-06
523500	 4.5547e+01	4.0986e+01	1.7004e-03	2.2861e-06
523525	 4.5546e+01	3.9955e+01	1.6792e-03	2.2861e-06
523550	 4.5546e+01	3.8725e+01	1.6441e-03	2.2861e-06
523575	 4.5545e+01	4.0830e+01	1.7042e-03	2.2861e-06
523600	 4.5543e+01	3.9584e+01	1.7556e-03	2.2861e-06
523625	 4.5540e+01	4.0111e+01	1.7093e-03	2.2861e-06
523650	 4.5537e+01	3.8293e+01	1.9255e-03	2.2861e-06
